TimeStamps,Tweets
2023-07-30T21:24:50.000Z,Sir I purchased itc shares at the 452 (50 quantity) . Before the demerger news the share was at its peak but now after the news it has come up to 462. I am unable to understand that should I sell it off? or wait for the recovery.
2023-07-30T10:46:35.000Z,"Here is the reason why ITC might have done partial Demerger - A well thought and planned strategy
@bharatbetpf
 you might like this..!"
2023-07-30T10:32:05.000Z,"Why ITC kept 40% stake in ITC Hotels?

Reason is here 

#ITC #ITCHotels #Demerger"
2023-07-30T10:07:59.000Z,"#ITC has given a dream run up from 200 levels to 500! A massive 140% up move in just 1.5 years!
I believe the market was already incorporating the news of #demerger. Once the news of demerger was out, profit booking started.

But I believe true value unlocking is yet to begin.… Show more"
2023-07-29T12:47:35.000Z,"@AnilSinghvi_
 
Sir if you can explain how demerger in ITC will effect F&o"
2023-07-29T06:48:51.000Z,Long term #ITC shareholder’s reaction to the demerger noise. 
2023-07-29T05:58:06.000Z,"ITC Hotels demerger to unlock value; brokerages bullish, set ITC stock targets above Rs 500"
2023-07-29T05:24:34.000Z,"What a month for Indian Stock Markets?

HDFC twins have got merged

ITC announces demerger of hotels business

Reliance demerges Reliance Strategic Investments - Jio Financial Services

Tata Motors to convert DVR shares to ordinary shares

What's next...
#markets"
2023-07-29T03:40:00.000Z,"Best of the Week, 29 July: ITC's demerger, Hero's lost mojo, and the cannabis fortune."
2023-07-29T00:29:56.000Z,"ITC clarifies it won't buy stake in hotels if BAT wants an exit after demerger https://ecoti.in/-P_diY via 
@economictimes"
2023-07-28T08:29:19.000Z,Royalty-like arrangement for ITC Hotels to use ITC brands: Sanjiv Puri on demerger -
2023-07-28T08:19:39.000Z,"#ITC होटल कारोबार का डीमर्जर दोनों कंपनियों और मौजूदा शेयरधारकों, सभी के लिए फायदेमंद साबित होगा: MD संजीव पुरी

#ITCDemerger

फॉलो करें: 
http://hindi.bqprime.com 
http://instagram.com/bqprimehindi 
http://youtube.com/@bqprimehindi"
2023-07-28T08:09:32.000Z,#ITC has told analysts that it won't be a buyer in case a large shareholder like BAT wants to exit the hotels business following its demerger into a new subsidiary.
2023-07-28T07:54:51.000Z,"#podcast
#ETMorningBriefPodcast 

#ITC’s demerger of its hotels business has been a market buzz for years. Now it’s happening. But it’s a damp squib.
@Kiran_ET
 analyses why there’s still little to be excited about India’s #meme #stock"
2023-07-28T07:43:40.000Z,"#MCPro | #ITC’s analyst call to explain the demerger logic addressed concerns raised by the Street, explaining the reason for the structure. What's the final verdict?
@ravi_ananth
 explains 

https://moneycontrol.com/news/opinion/itcs-hotels-demerger-has-the-air-cleared-after-the-analyst-call-11047041.html…

#ITCHotels #Demerger #Stocks #StockMarket #DalalStreet"
2023-07-28T07:24:31.000Z,"The #ITC demerger.
Deconstructing the nuances, And why there is a lot left to be desired.

My conversation with 
@Kiran_ET
 of 
@EconomicTimes"
2023-07-28T02:55:18.000Z,"#TOP10 #StocksInFocus 
1-BEL
Good Results

2-INDIAN HOTELS
Ok Results

3-ITC
Concall update
ROCE will increase by 18-20% and ROIC will increase by 10% through this demerger based on FY23 numbers
Chose to own 40% instead of a vertical split to provide strategic support and… Show more"
2023-07-28T02:50:23.000Z,"#ITC's hotel business spin-off dampens the stock rally, leaving investors questioning the demerger's impact. Why is there disappointment? 
@Kiran_ET
 delves into the matter with wealth manager 
@manurishiguptha
 & former ITC Hotels CEO 
@DHaksar
.
 Listen now:
http://bit.ly/3vN13Z3"
2023-07-28T02:49:18.000Z,"#ITC's hotel business spin-off dampens the stock rally, leaving investors questioning the demerger's impact. Why is there disappointment? 
@Kiran_ET
 delves into the matter with wealth manager 
@manurishiguptha
 & former ITC Hotels CEO 
@DHaksar
.
 Listen now:
http://bit.ly/3vN13Z3"
2023-07-28T02:42:33.000Z,"Recent demergers and mergers. Everybody said that after demerger of Hotels, ITC's share value will be unlocked.  Exactly the opposite happened. ITC share fell by Rs 35, down by 8 %,?? after the announcement  same happened with Reliance ?? and HDFC bank did not rise after merger?"
2023-07-28T02:10:22.000Z,"Hotels Business Demerger will Help Improve Financial Ratios of ITC: Puri https://ecoti.in/YI32xY via 
@economictimes"
2023-07-28T01:54:10.000Z,"Few years back when ITC was a laggard and was a meme material the whole Fintwit was of the opinion that ITC should demerge and value will be unlocked. Come 2023 ITC announces demerger the same people are complaining. 
Moral of the story: Nobody knows nothing here"
2023-07-27T13:50:33.000Z,"Cigarettes-to-hotels conglomerate ITC envisions the newly demerged hotels business to flourish rapidly, surpassing previous benchmarks.

Read what ITC Chairman Sanjiv Puri said
https://moneycontrol.com/news/business/markets/itc-expects-demerged-hotels-entity-to-flourish-backed-by-parents-40-stake-11044221.html…
@PahariPritha
 | #ITC #ITCDemerger #Business #Hotels #Stocks"
2023-07-27T13:35:51.000Z,"ITC 

Key Takeaways from Investor Call: 

- ROCE will increase by 18-20% and ROIC will increase by 10% through this demerger based on FY23 numbers 

- Chose to own 40% instead of a vertical split to provide strategic support and synergies with the Hotel Business 

- They… Show more"
2023-07-27T12:35:04.000Z,"With ITC's focus on growth through the demerger, investors should analyze how this move could affect the company's future earnings and explore potential opportunities for value enhancement. An intentional step that merits thoughtful consideration. (7/8)"
2023-07-27T12:35:02.000Z,"Despite the hotel division contributing 3.8% of ITC's revenue, the demerger highlights ITC's dedication to long-term stability & focus on core business areas. (4/8)"
2023-07-27T12:35:00.000Z,"Post demerger, ITC retains a 40% stake in hotels, rewarding loyal shareholders with a share of the new entity - a move that balances value creation and investor interest. (2/8)

#UnlockingValue"
2023-07-27T12:35:00.000Z,"Let's dive into ITC's demerger and explore what this could possibly mean for investors.

#ITC takes a strategic step with a business demerger, unlocking the potential for focused growth. Market's reaction: 4% decline in share price. (1/8)

#InvestorInsights #ITCDemerger"
2023-07-27T12:11:36.000Z,"What a month for Indian Stock Markets?

HDFC twins have got merged

ITC announces demerger of hotels business

Reliance demerges Reliance Strategic Investments - Jio Financial Services

Tata Motors to convert DVR shares to ordinary shares

L&T Buy Back"
2023-07-27T10:57:56.000Z,"किस बात से खफा हैं ITC के निवेशक, 2 दिन में 7% गिरा शेयर, डीमर्जर से क्या होगा नुकसान? - why itc stock falling after demerger decision
https://girlvdo.xyz/2023/07/25/%e0%a4%95%e0%a4%bf%e0%a4%b8-%e0%a4%ac%e0%a4%be%e0%a4%a4-%e0%a4%b8%e0%a5%87-%e0%a4%96%e0%a4%ab%e0%a4%be-%e0%a4%b9%e0%a5%88%e0%a4%82-itc-%e0%a4%95%e0%a5%87-%e0%a4%a8%e0%a4%bf%e0%a4%b5%e0%a5%87%e0%a4%b6/?feed_id=68791&_unique_id=64c24db405561…"
2023-07-27T09:05:34.000Z,"#ITC story these week :-  
Buy on the rumours & Sell on the news 
#Itchotel #StockMarket #StockMarketindia #demerger"
2023-07-27T09:02:00.000Z,ITC demerger soon  hotel business
2023-07-27T08:23:46.000Z,"#BSMorningShow | ITC decided to hive off its hotels biz into a separate entity. #ITC has kept 40% ownership and 60% will go to shareholders. What does the #demerger mean? 

All answers here

#hotelbusiness #hotel"
2023-07-27T08:18:03.000Z,"Demerger season or what ?
ITC, Reliance, SAREGAMA etc etc"
2023-07-27T05:18:25.000Z,"ITC board approves demerger of hotels division but retains 40% stake. Smart move. What next?
@S_Sivakumar"
2023-07-27T03:23:08.000Z,"#BSMorningShow | #ITC has decided to demerge its hospitality business. #Reliance too did something similar when it demerged its financial arm. But what is a #demerger? And why do companies do it?

Thareek Ahmed explains"
2023-07-27T03:05:59.000Z,ITC has announced a demerger of its hotel business. What stake will ITC Ltd retain in ITC Hotels Ltd ?
2023-07-27T02:54:36.000Z,"#BSMorningShow | ITC decided to hive off its hotels biz into a separate entity. #ITC has kept 40% ownership and 60% will go to shareholders. What does the #demerger mean?

Bhaswar Kumar finds out
@ambareeshbaliga
 @SHaribhakti
 #hotelbusiness #hotel"
2023-07-27T02:37:28.000Z,"#BSMorningShow | What does demerger of hotel biz mean for ITC? Are the days of cheap Russian crude over for India? Why are analysts wary of textile stocks? What is demerger?

All answers here
@TheArghyament
 #ITC #RussianOil #India #stocks #MarketsWithBS"
2023-07-27T02:13:20.000Z,"#BSMorningShow | What does demerger of hotel biz mean for ITC? Are the days of cheap Russian crude over for India? Why are analysts wary of textile stocks? What is demerger?

All answers here

#ITC #India #RussianOil #demerger #textile #stocks #MarketsWithBS… Show more"
2023-07-26T18:09:34.000Z,"What a month for Indian Stock Markets?

HDFC twins have got merged

ITC announces demerger of hotels business

Reliance demerges Reliance Strategic Investments - Jio Financial Services

Tata Motors to convert DVR shares to ordinary shares"
2023-07-26T16:41:15.000Z,"What a month for Indian Stock Markets?

HDFC twins have got merged

ITC announces demerger of hotels business

Reliance demerges Reliance Strategic Investments - Jio Financial Services

Tata Motors to convert DVR shares to ordinary shares

#StocksInFocus"
2023-07-26T15:40:00.000Z,"Proposed demerger of hotels division of #ITC into separate entity will not affect synergies with other business lines of the conglomerate, say analysts."
2023-07-26T13:41:35.000Z,#ITC has finally announced its demerger of the hotel business. ITC will own 40% stake in the new subsidiary and the existing shareholders will be allotted the rest on a proportionate basis. The hotel industry has already begun it's strategic implementation by reducing capex.
2023-07-26T12:04:46.000Z,"@ITCCorpCom
 at Monday's meeting gave in-principle approval for the #demerger of its hotels business, the company said in a stock exchange filing. ITC would hold 40% stake in the newly formed entity, to be named ITC Hotels Ltd, with the remaining 60% held by shareholders of ITC."
2023-07-26T11:30:18.000Z,"ITC DEMERGER சாதகமா? | BONUS எப்போது? | TARGET 1000RS | கோடீஸ்வரனாகமாற்ற... https://youtu.be/j_Fv_SYZu4s via 
@YouTube"
2023-07-26T11:17:48.000Z,"ITC is planning for demerger of it’s Hotel division to different subsidiary.

40% stake will remain with ITC and 60% stake will be with shareholders."
2023-07-26T10:38:46.000Z,"What a month for Indian Stock Markets?

HDFC twins have got merged

ITC announces demerger of hotels business

Reliance demerges Reliance Strategic Investments - Jio Financial Services

Tata Motors to convert DVR shares to ordinary shares

What's next !!! "
2023-07-26T10:33:31.000Z,"What an Action Packed start to the 2nd half of 2023?

Reliance demerges Reliance Strategic Investments HDFC twins Merged 
ITC announces demerger of hotels biz

With 3 Trading days to go, 
@nifty50
 20000? 

#RelianceJio #hdfcbank #ITC #TataMotors #nifty 
@kritesh_rocks
 #niftyat20000"
2023-07-26T09:52:28.000Z,"ITC’s Hotel Business To Be Spun Off Into Independent Company

Know more: https://uniquetimes.org/itcs-hotel-business-to-be-spun-off-into-independent-company/…

#uniquetimes #LatestNews #ITC #ITCHotels #business #independent #demerger"
2023-07-26T06:01:41.000Z,"Hello Sir, What do you think about ITC's Hotel demerger move? With such a highly capital intensive business getting hived off, do you think it will be ROE accretive and stock can get re-rated?"
2023-07-26T06:00:00.000Z,"While Mukesh Ambani triggered a retail frenzy to buy RIL shares ahead of the demerger, shares of Street favourite #ITC dropped over 7% in just 2 days following the announcement of the spin-off
@nikkhill"
2023-07-26T05:56:03.000Z,"ITC Share Price Falls After Demerger Announcement https://marketmovements.net/itc-share-price-falls-after-demerger-announcement/… via 
@insightsmediain
 
#ITC #demerger"
2023-07-26T05:49:20.000Z,"ITC Hotels division demerger will involve transfer of 120 hotel properties from ITC Ltd to the new company  

This will involve a huge stamp duty cost of up to 6-7% on property value (up to ~₹300 Cr in this case)"
2023-07-26T05:23:39.000Z,Why #ITC shareholders seem disappointed by hotels business demerger news? Here's a lowdown
2023-07-26T05:03:16.000Z,"Exciting news!

ITC approves demerger of its hotel business into 'ITC Hotels,' unlocking greater value for shareholders and paving the way for enhanced growth prospects.

#ETInsights #ITCHotels #Demerger #Shareholder #Value #StrategicMove #Investment"
2023-07-25T17:23:15.000Z,"What a month for Indian Stock Markets?
#Hdfc twins have got merged
#ITC announces demerger of hotels business
#Reliance demerges Reliance Strategic Investments - Jio Financial Services
#TataMotors to convert DVR shares to ordinary shares

""1% People >= 99% of total population"""
2023-07-25T17:19:42.000Z,"What a month for Indian Stock Markets?

HDFC twins have got merged

ITC announces demerger of hotels business

Reliance demerges Reliance Strategic Investments - Jio Financial Services

Tata Motors to convert DVR shares to ordinary shares

https://telegram.me/intraday1trade

#nifty"
2023-07-25T17:14:39.000Z,"What a month for Indian Stock Markets?

HDFC twins have got merged

ITC announces demerger of hotels business

Reliance demerges Reliance Strategic Investments - Jio Financial Services

Tata Motors to convert DVR shares to ordinary shares

#StockMarketindia #sharemarket"
2023-07-25T16:48:44.000Z,"Recent Important developments in Indian Stock Markets. 

HDFC twins have got merged

ITC announces demerger of hotels business

Reliance demerges Reliance Strategic Investments - Jio Financial Services

Tata Motors to convert DVR shares to ordinary shares

#StockMarket"
2023-07-25T16:45:20.000Z,There is this interesting company which reported results today. I sometimes wonder what the demerger of ITC Hotels might mean for it. 
2023-07-25T16:35:53.000Z,"ITC 

BONUS &amp; DEMERGER  was always on radar

#LevelMatters for #ITC"
2023-07-25T14:38:44.000Z,My take on demerger is ITC wants controlling stake in Hotels. Rightly said BAT not interested in Hotel so there will be chances of hostile takeover like LTI Mindtree
2023-07-25T14:15:48.000Z,"ITC Demerger के बाद लगातार धड़ाम हुए कंपनी के शेयर. होटल का धंधा अलग करना पड़ा भारी.
यहाँ पढ़े: https://ift.tt/HoDxIrX"
2023-07-25T14:06:44.000Z,"However, ITC only owns 121 hotels presently, compared to Indian Hotels' 260. 

This indicates that the hotel industry is in the red and has not expanded in recent years.

#itc #demerger #bsc #nsc #sharemarket #itchotel"
2023-07-25T14:06:43.000Z,"On the other hand, the FMCG industry only received 8,000 crore in investment while contributing 25% of the company's total sales.

ITC Hotels and Indian Hotels both have 100 hotels in 2010 if you compare the two. 

#itc #itchotels #demerger #nsc #bsc #sharemarket"
2023-07-25T14:06:40.000Z,"In the 3 years, the price of ITC's shares has increased by 63%, setting a new record.

However, due to ITC's decision to demerge its cash-burning hotel industry in order to concentrate on its cigarette and FMCG operations, everything is about to change.

#itc #demerger"
2023-07-25T14:02:32.000Z,ITC's hotel business demerger raises questions on capex funding
2023-07-25T13:49:33.000Z,"#A3RT 

ITC’s proposed demerger of its hotel business has resulted in some uncertainty over how the new entity's capital expenditure will be funded.
@arbindtiwariT"
2023-07-25T13:44:36.000Z,"Why ITC shares are falling on hotels business demerger announcement

Catch the day's latest news and updates  https://bit.ly/3q7aIe4"
2023-07-25T12:35:05.000Z,"@ZeeBusiness
 exclusive analysis does give an insight on what to do next.

Concall will be important 
@AnilSinghvi_
 #ITC #StocksInFocus #ITCdemerger"
2023-07-25T12:17:44.000Z,"TL is bombarded with news..
LT/Piramal Buyback
ITC demerger
Tata Motors DVR extinguish
Piramal Pharma Rights issue
CanFin 35Cr fraud
Axis/BajFin Results
Fed Rate mtng
..
aur kuch?"
2023-07-25T12:15:27.000Z,"1/3 The demerger is a positive move for ITC

It will allow the company to focus on its core businesses and unlock value for #shareholders"
2023-07-25T12:10:00.000Z,"The demerger ratio announced is not quite favorable to existing shareholders, since shareholders are not getting one share for each share they are holding, they are disappointed. Markets have been gung-ho about the demerger because the hotel business has been a drag on ITC’s… Show more"
2023-07-25T12:08:19.000Z,"Some Numbers on Demerger of ITC's Hotel Business:-

Hotels Business contribution to ITC's revenue: 4%

Hotels Business EBITDA contribution to overall EBITDA of ITC: 3%

Hotels Business EBIT Contribution to Overall EBIT of ITC: 2%

Hotels Business ROCE: 8% vs 39% Consolidated ROCE… Show more"
2023-07-25T12:03:12.000Z,ITC Share Price Falls as Investors Disappointed with Demerger Ratio - http://eqtm.in/b2YLf
2023-07-25T11:58:42.000Z,"ITC Share Price Falls as Investors Disappointed with Demerger Ratio

What will happen after ITC hives off ITC Hotels? Continue reading to know more about the ITC Hotels demerger, share split ratio, and more.

ITC Hotels Demerger

Here’s an extract…

Yesterday during market… Show more"
2023-07-25T11:53:50.000Z,"ITC Hotel Demerger

#StocksInFocus #Itc"
