,TimeStamps,Tweets,Year,Month,Date,Cleaned_Tweet,Sentiment
90,2023-08-13,"Equity entitlement ratio is determined through mathematical principles, not just valuations, as mentioned by 
@Equitywithrahul
. Interesting breakdown of the ITC Hotels demerger 
@business_today
 #ITC #ITChotels #Demerger #Finance",2023,08,13,equity entitlement ratio determined mathematical principles valuations mentioned equitywithrahul interesting breakdown itc hotels demerger business today itc itchotels demerger finance,Positive
91,2023-08-12, ITC's Sanjiv Puri envisions growth with hotels demerger. Seizing opportunities in India's booming hospitality sector. #HospitalityGrowth #ITC Read more:,2023,08,12,itc sanjiv puri envisions growth hotels demerger seizing opportunities india booming hospitality sector hospitalitygrowth itc read,Positive
92,2023-08-12, ITC's strategic move! Hotel business demerger to boost capital allocation and shareholder value. #ITC #BusinessDemerger Read more:,2023,08,12,itc strategic move hotel business demerger boost capital allocation shareholder value itc businessdemerger read,Positive
93,2023-08-12,"Nice analysis of the unaltered ownership pattern in the ITC demerger, aiding shareholders in comprehending the intricacies, good article by 
@Equitywithrahul
 @business_today
 #Demerger #Finance",2023,08,12,nice analysis unaltered ownership pattern itc demerger aiding shareholders comprehending intricacies good article equitywithrahul business today demerger finance,Positive
94,2023-08-12,"Post hotel demerger ITC bets big on FMCG: With more than 25 brands, the annual consumer spend is around Rs 29,000 crore. The addressable market for the FMCG vertical of ITC is $5 trillion, its MD & Chairman Puri says.

https://deccanherald.com/business/post-hotel-demerger-itc-bets-big-on-fmcg-2644818?utm_source=twitter&utm_medium=referral&utm_campaign=socialshare… via 
@deccanherald",2023,08,12,post hotel demerger itc bets big fmcg brands annual consumer spend around rs crore addressable market fmcg vertical itc trillion md chairman puri says via deccanherald,Positive
95,2023-08-12,"Hotel Business Demerger To Sharpen ITC's Capital Allocation, Improve Asset Efficiency Ratios",2023,08,12,hotel business demerger sharpen itc capital allocation improve asset efficiency ratios,Positive
96,2023-08-12," Hospitality Horizon: 
@ITCHotels
  Business embraces a new era with a proposed demerger, enhancing stability, value, and growth. As India's tourism potential soars, ITC's presence is set to leave an indelible mark in the hospitality industry. A saga of opportunities awaits! ",2023,08,12,hospitality horizon itchotels business embraces new era proposed demerger enhancing stability value growth india tourism potential soars itc presence set leave indelible mark hospitality industry saga opportunities awaits,Positive
97,2023-08-12,Itc just doing the stupid business like fmcg and all. Just management want to safe their position. Also look the demerger of hotel business no one called that corporate action as 'demerger'.,2023,08,12,itc stupid business like fmcg management want safe position also look demerger hotel business one called corporate action demerger,Negative
98,2023-08-11,"During the #ITC AGM 2023, #SanjivPuri, the Chairman and Managing Director, emphasized that the recently announced demerger of #ITCHotels from the parent company would have multiple positive impacts. 

Read Full Article Here:
https://innovativezoneindia.com/highlights-of-cmd-sanjiv-puri-itc/….",2023,08,11,itc agm sanjivpuri chairman managing director emphasized recently announced demerger itchotels parent company would multiple positive impacts read full article,Positive
99,2023-08-11,"#ITC AGM

•On hotel biz demerger:
Will sharpen ITC's capital allocation, improve asset efficiency ratios

•Built FMCG portfolio of 25+ brands, addressable market: Rs 5L Cr

•2 FMCG brands in Rs 5K cr spends league,  5 between 1K-4K cr
@ITCCorpCom",2023,08,11,itc agm hotel biz demerger sharpen itc capital allocation improve asset efficiency ratios built fmcg portfolio brands addressable market rs l cr fmcg brands rs k cr spends league k k cr itccorpcom,Positive
100,2023-08-11,""" Exciting news from ITC! Chairman & MD Sanjiv Puri highlights how the hotel business demerger will boost capital allocation, enhance asset efficiency, unlock shareholder value, and harness institutional synergies.  #ITC #BusinessDemerger #ValueUnlocked""",2023,08,11,exciting news itc chairman md sanjiv puri highlights hotel business demerger boost capital allocation enhance asset efficiency unlock shareholder value harness institutional synergies itc businessdemerger valueunlocked,Positive
101,2023-08-11,ITC's #BoardMeeting is set to announce the June quarter results & details of the scheme of arrangement for the demerger. #ITC #MondayMotivation,2023,08,11,itc boardmeeting set announce june quarter results details scheme arrangement demerger itc mondaymotivation,Positive
102,2023-08-11,"The demerger of #ITC's hotel business will sharpen capital allocation, improve asset efficiency ratios, unlock value for its shareholders as well as enable leveraging of institutional synergies, said company chairman and MD Sanjiv Puri",2023,08,11,demerger itc hotel business sharpen capital allocation improve asset efficiency ratios unlock value shareholders well enable leveraging institutional synergies said company chairman md sanjiv puri,Positive
103,2023-08-11,"#ITCAGM | ITC CMD #SanjivPuri addressed shareholders during its 112th AGM, where he spoke about the conglomerate's business plans, the demerger of its hotels business and more. 
@ITCCorpCom
 #ITC 

These are the key highlights  ",2023,08,11,itcagm itc cmd sanjivpuri addressed shareholders th agm spoke conglomerate business plans demerger hotels business itccorpcom itc key highlights,Positive
104,2023-08-11,All the ITC Gyaanis giving gyaan about the demerger should read what itc did to the hotels in early 2000s and what reasons it gave. You’ll find a lot of similarities to the reasoning.,2023,08,11,itc gyaanis giving gyaan demerger read itc hotels early reasons gave find lot similarities reasoning,Positive
105,2023-08-11,ITC board meeting on 14 to decide issues relating to demerger of hotel business,2023,08,11,itc board meeting decide issues relating demerger hotel business,Positive
106,2023-08-09,"ITC - The New Journey after the most awaited Demerger starts??

Observations :-

* Bullish Candle at support zone with supportive volumes

* Tested 55 Dema after a long time so healthy pullback done with Oscillators being oversold

* Closed at last 3 days high, follow up buying… Show more",2023,08,09,itc new journey awaited demerger starts observations bullish candle support zone supportive volumes tested dema long time healthy pullback done oscillators oversold closed last days high follow buying show,Positive
107,2023-08-09,"Hello Jeetu Bhaiya.. Hope you are doing good. ITC was moving in channel, it came down one way due to demerger news annd breakdown the channel. Can CMP is the good opportunity to accumulate on the basis of demand and supply method?
@krunalparab_",2023,08,09,hello jeetu bhaiya hope good itc moving channel came one way due demerger news annd breakdown channel cmp good opportunity accumulate basis demand supply method krunalparab,Positive
108,2023-08-09,"Trading for Beginners | Safety | Basic Techniques

#iamsrimantha #trader #trading #itcdemerger #stockanalysisfundamentals  #FuturesandOptions #tradefutures #finnifty #futureandoptionsinsharemarket #futureandoptiontrading #fandotrading",2023,08,09,trading beginners safety basic techniques iamsrimantha trader trading itcdemerger stockanalysisfundamentals futuresandoptions tradefutures finnifty futureandoptionsinsharemarket futureandoptiontrading fandotrading,Positive
109,2023-08-08,After Demerger Announcement ITC Likely To Launch IPO For Its Hotel Business In 2024,2023,08,08,demerger announcement itc likely launch ipo hotel business,Positive
110,2023-08-07,"NIIT Ltd has demerged its B2C arm, NLSL into a separate entity that will list tomorrow. 

NLSL is to NIIT what the cigarette business is to ITC, with a bonus of growth. So how are things stacked up post-demerger?

#NIIT #NLSL #Demerger

https://capitalmind.in/2023/08/niit-learning-systems-demerger-implications/…",2023,08,07,niit ltd demerged b c arm nlsl separate entity list tomorrow nlsl niit cigarette business itc bonus growth things stacked post demerger niit nlsl demerger,Positive
111,2023-08-04,"ITC hotel biz demerger allays capital allocation concerns, say analysts",2023,08,04,itc hotel biz demerger allays capital allocation concerns say analysts,Positive
112,2023-08-04,"ITC board gives in-principle nod for demerger of hotels business; stock falls over 3% 
 ... https://digitrixlive.xyz/itc-board-gives-in-principle-nod-for-demerger-of-hotels-business-stock-falls-over-3/?feed_id=33746&_unique_id=64cca9ae5e5ab…",2023,08,04,itc board gives principle nod demerger hotels business stock falls,Positive
113,2023-08-04,"ITC board approves demerger of hotel business, to hold 40% stake in new entity Cigarettes-to-hotels main ITC Ltd on Mon... https://digitrixlive.xyz/itc-board-approves-demerger-of-hotel-business-to-hold-40-stake-in-new-entity/?feed_id=33742&_unique_id=64cca78a628d3…",2023,08,04,itc board approves demerger hotel business hold stake new entity cigarettes hotels main itc ltd mon,Positive
114,2023-08-04,"Why ITC share price fell 4% on much-awaited hotel business demerger announcement? - Explained 
 ... https://digitrixlive.xyz/why-itc-share-price-fell-4-on-much-awaited-hotel-business-demerger-announcement-explained/?feed_id=33718&_unique_id=64cc9b9b2f669…",2023,08,04,itc share price fell much awaited hotel business demerger announcement explained,Negative
115,2023-08-04,"ITC board gives in-principle nod for demerger of hotels business; stock falls over 3% 
 ... https://digitrixlive.xyz/itc-board-gives-in-principle-nod-for-demerger-of-hotels-business-stock-falls-over-3/?feed_id=33746&_unique_id=64cca9ae5e5ab…",2023,08,04,itc board gives principle nod demerger hotels business stock falls,Positive
116,2023-08-04,"ITC board approves demerger of hotel business, to hold 40% stake in new entity Cigarettes-to-hotels main ITC Ltd on Mon... https://digitrixlive.xyz/itc-board-approves-demerger-of-hotel-business-to-hold-40-stake-in-new-entity/?feed_id=33742&_unique_id=64cca78a628d3…",2023,08,04,itc board approves demerger hotel business hold stake new entity cigarettes hotels main itc ltd mon,Positive
117,2023-08-04,"Why ITC share price fell 4% on much-awaited hotel business demerger announcement? - Explained 
 ... https://digitrixlive.xyz/why-itc-share-price-fell-4-on-much-awaited-hotel-business-demerger-announcement-explained/?feed_id=33718&_unique_id=64cc9b9b2f669…",2023,08,04,itc share price fell much awaited hotel business demerger announcement explained,Negative
118,2023-08-04,ITC hotels: ITC board gives in-principle nod for demerger of hotels business The board of FMCG main ITC at Monday's a... https://digitrixlive.xyz/itc-hotels-itc-board-gives-in-principle-nod-for-demerger-of-hotels-business/?feed_id=33717&_unique_id=64cc9aa632bf3…,2023,08,04,itc hotels itc board gives principle nod demerger hotels business board fmcg main itc monday,Positive
119,2023-08-04,"ITC hotel business demerger: ITC board approves demerger of hotels business, share price drops 4% Ending months of hypothesis, cigarette-t... https://digitrixlive.xyz/itc-hotel-business-demerger-itc-board-approves-demerger-of-hotels-business-share-price-drops-4/?feed_id=33660&_unique_id=64cc7ab4684ed…",2023,08,04,itc hotel business demerger itc board approves demerger hotels business share price drops ending months hypothesis cigarette,Negative
120,2023-08-04,ITC hotels demerger to unlock value for 30 lakh shareholders. But what disappointed investors? In a basic instance of how the idea of '... https://digitrixlive.xyz/itc-hotels-demerger-to-unlock-value-for-30-lakh-shareholders-but-what-disappointed-investors/?feed_id=33582&_unique_id=64cc4f668545f…,2023,08,04,itc hotels demerger unlock value lakh shareholders disappointed investors basic instance idea,Negative
121,2023-08-01,"After the demerger, do you still think that ITC is a good investment? 
https://instagram.com/p/CvaB8pCB2fV/?igshid=NjIwNzIyMDk2Mg==…

However, this plan needs final approval from the board, which will be decided on #august 14 2023.
.
.
.
#stockmarkets #ITC #investing #demerger #Nifty #NSE",2023,08,01,demerger still think itc good investment however plan needs final approval board decided august stockmarkets itc investing demerger nifty nse,Negative
122,2023-08-01,"#ITC to not buy a stake in hotels if BAT wants an exit post demerger
@nehavashishth90",2023,08,01,itc buy stake hotels bat wants exit post demerger nehavashishth,Positive
123,2023-08-01,ITC Demerger likely to happen in FY25: What to do as an investor? http://dlvr.it/St270p,2023,08,01,itc demerger likely happen fy investor,Negative
124,2023-07-31,"https://t.me/weeklyhighlights…

Weekly Highlights:

1. BlackRock to re-enter India's MF industry with Jio
2. ITC's board has cleared demerger of its hotel business
3. India will move to a T+1 market settlement from Oct 1, 2023
4. EPF interest hiked by 0.05% to 8.15% for FY22-23",2023,07,31,weekly highlights blackrock enter india mf industry jio itc board cleared demerger hotel business india move market settlement oct epf interest hiked fy,Positive
125,2023-07-31,"40% with ITC, 18% with BAT...hesitant demerger!",2023,07,31,itc bat hesitant demerger,Negative
126,2023-07-31,"ITC: 'Won't buy a stake in hotels if BAT wants an exit post demerger'
Catch the day's latest news and updates   https://bit.ly/456dGP2",2023,07,31,itc buy stake hotels bat wants exit post demerger catch day latest news updates,Positive
127,2023-07-31,"ITC चा डी-मर्जरचा निर्णय चुकला का? 
#itcompany #demerger",2023,07,31,itc itcompany demerger,Negative
128,2023-07-31,"ITC demerger news today Share market News Tamil Pangu Sandhai Piramal Ph... https://youtu.be/Plm8ekI2Q1g via 
@YouTube",2023,07,31,itc demerger news today share market news tamil pangu sandhai piramal ph via youtube,Positive
129,2023-07-30,"Demerger of ITC hotel good 
Why?
Hotel business contribute only 2% in profit but required 20% of capax.
Moving out hotel business will do 2 things
1) better use of cash
2) more dividends 

ITC's hotel business demerger raises questions on capex funding",2023,07,30,demerger itc hotel good hotel business contribute profit required capax moving hotel business things better use cash dividends itc hotel business demerger raises questions capex funding,Negative
130,2023-07-30,Sir I purchased itc shares at the 452 (50 quantity) . Before the demerger news the share was at its peak but now after the news it has come up to 462. I am unable to understand that should I sell it off? or wait for the recovery.,2023,07,30,sir purchased itc shares quantity demerger news share peak news come unable understand sell wait recovery,Negative
131,2023-07-30,"Here is the reason why ITC might have done partial Demerger - A well thought and planned strategy
@bharatbetpf
 you might like this..!",2023,07,30,reason itc might done partial demerger well thought planned strategy bharatbetpf might like,Negative
132,2023-07-30,"Why ITC kept 40% stake in ITC Hotels?

Reason is here 

#ITC #ITCHotels #Demerger",2023,07,30,itc kept stake itc hotels reason itc itchotels demerger,Positive
133,2023-07-30,"#ITC has given a dream run up from 200 levels to 500! A massive 140% up move in just 1.5 years!
I believe the market was already incorporating the news of #demerger. Once the news of demerger was out, profit booking started.

But I believe true value unlocking is yet to begin.… Show more",2023,07,30,itc given dream run levels massive move years believe market already incorporating news demerger news demerger profit booking started believe true value unlocking yet begin show,Positive
134,2023-07-29,"@AnilSinghvi_
 
Sir if you can explain how demerger in ITC will effect F&o",2023,07,29,anilsinghvi sir explain demerger itc effect f,Positive
135,2023-07-29,Long term #ITC shareholder’s reaction to the demerger noise. ,2023,07,29,long term itc shareholder reaction demerger noise,Negative
136,2023-07-29,"ITC Hotels demerger to unlock value; brokerages bullish, set ITC stock targets above Rs 500",2023,07,29,itc hotels demerger unlock value brokerages bullish set itc stock targets rs,Negative
137,2023-07-29,"What a month for Indian Stock Markets?

HDFC twins have got merged

ITC announces demerger of hotels business

Reliance demerges Reliance Strategic Investments - Jio Financial Services

Tata Motors to convert DVR shares to ordinary shares

What's next...
#markets",2023,07,29,month indian stock markets hdfc twins got merged itc announces demerger hotels business reliance demerges reliance strategic investments jio financial services tata motors convert dvr shares ordinary shares next markets,Positive
138,2023-07-29,"Best of the Week, 29 July: ITC's demerger, Hero's lost mojo, and the cannabis fortune.",2023,07,29,best week july itc demerger hero lost mojo cannabis fortune,Positive
139,2023-07-29,"ITC clarifies it won't buy stake in hotels if BAT wants an exit after demerger https://ecoti.in/-P_diY via 
@economictimes",2023,07,29,itc clarifies buy stake hotels bat wants exit demerger via economictimes,Positive
140,2023-07-28,Royalty-like arrangement for ITC Hotels to use ITC brands: Sanjiv Puri on demerger -,2023,07,28,royalty like arrangement itc hotels use itc brands sanjiv puri demerger,Positive
141,2023-07-28,"#ITC होटल कारोबार का डीमर्जर दोनों कंपनियों और मौजूदा शेयरधारकों, सभी के लिए फायदेमंद साबित होगा: MD संजीव पुरी

#ITCDemerger

फॉलो करें: 
http://hindi.bqprime.com 
http://instagram.com/bqprimehindi 
http://youtube.com/@bqprimehindi",2023,07,28,itc md itcdemerger,Positive
142,2023-07-28,#ITC has told analysts that it won't be a buyer in case a large shareholder like BAT wants to exit the hotels business following its demerger into a new subsidiary.,2023,07,28,itc told analysts buyer case large shareholder like bat wants exit hotels business following demerger new subsidiary,Positive
143,2023-07-28,"#podcast
#ETMorningBriefPodcast 

#ITC’s demerger of its hotels business has been a market buzz for years. Now it’s happening. But it’s a damp squib.
@Kiran_ET
 analyses why there’s still little to be excited about India’s #meme #stock",2023,07,28,podcast etmorningbriefpodcast itc demerger hotels business market buzz years happening damp squib kiran et analyses still little excited india meme stock,Negative
144,2023-07-28,"#MCPro | #ITC’s analyst call to explain the demerger logic addressed concerns raised by the Street, explaining the reason for the structure. What's the final verdict?
@ravi_ananth
 explains 

https://moneycontrol.com/news/opinion/itcs-hotels-demerger-has-the-air-cleared-after-the-analyst-call-11047041.html…

#ITCHotels #Demerger #Stocks #StockMarket #DalalStreet",2023,07,28,mcpro itc analyst call explain demerger logic addressed concerns raised street explaining reason structure final verdict ravi ananth explains itchotels demerger stocks stockmarket dalalstreet,Positive
145,2023-07-28,"The #ITC demerger.
Deconstructing the nuances, And why there is a lot left to be desired.

My conversation with 
@Kiran_ET
 of 
@EconomicTimes",2023,07,28,itc demerger deconstructing nuances lot left desired conversation kiran et economictimes,Positive
146,2023-07-28,"#TOP10 #StocksInFocus 
1-BEL
Good Results

2-INDIAN HOTELS
Ok Results

3-ITC
Concall update
ROCE will increase by 18-20% and ROIC will increase by 10% through this demerger based on FY23 numbers
Chose to own 40% instead of a vertical split to provide strategic support and… Show more",2023,07,28,top stocksinfocus bel good results indian hotels ok results itc concall update roce increase roic increase demerger based fy numbers chose instead vertical split provide strategic support show,Positive
147,2023-07-28,"#ITC's hotel business spin-off dampens the stock rally, leaving investors questioning the demerger's impact. Why is there disappointment? 
@Kiran_ET
 delves into the matter with wealth manager 
@manurishiguptha
 & former ITC Hotels CEO 
@DHaksar
.
 Listen now:
http://bit.ly/3vN13Z3",2023,07,28,itc hotel business spin dampens stock rally leaving investors questioning demerger impact disappointment kiran et delves matter wealth manager manurishiguptha former itc hotels ceo dhaksar listen,Negative
148,2023-07-28,"#ITC's hotel business spin-off dampens the stock rally, leaving investors questioning the demerger's impact. Why is there disappointment? 
@Kiran_ET
 delves into the matter with wealth manager 
@manurishiguptha
 & former ITC Hotels CEO 
@DHaksar
.
 Listen now:
http://bit.ly/3vN13Z3",2023,07,28,itc hotel business spin dampens stock rally leaving investors questioning demerger impact disappointment kiran et delves matter wealth manager manurishiguptha former itc hotels ceo dhaksar listen,Negative
149,2023-07-28,"Recent demergers and mergers. Everybody said that after demerger of Hotels, ITC's share value will be unlocked.  Exactly the opposite happened. ITC share fell by Rs 35, down by 8 %,?? after the announcement  same happened with Reliance ?? and HDFC bank did not rise after merger?",2023,07,28,recent demergers mergers everybody said demerger hotels itc share value unlocked exactly opposite happened itc share fell rs announcement happened reliance hdfc bank rise merger,Positive
150,2023-07-28,"Hotels Business Demerger will Help Improve Financial Ratios of ITC: Puri https://ecoti.in/YI32xY via 
@economictimes",2023,07,28,hotels business demerger help improve financial ratios itc puri via economictimes,Positive
151,2023-07-28,"Few years back when ITC was a laggard and was a meme material the whole Fintwit was of the opinion that ITC should demerge and value will be unlocked. Come 2023 ITC announces demerger the same people are complaining. 
Moral of the story: Nobody knows nothing here",2023,07,28,years back itc laggard meme material whole fintwit opinion itc demerge value unlocked come itc announces demerger people complaining moral story nobody knows nothing,Negative
152,2023-07-27,"Cigarettes-to-hotels conglomerate ITC envisions the newly demerged hotels business to flourish rapidly, surpassing previous benchmarks.

Read what ITC Chairman Sanjiv Puri said
https://moneycontrol.com/news/business/markets/itc-expects-demerged-hotels-entity-to-flourish-backed-by-parents-40-stake-11044221.html…
@PahariPritha
 | #ITC #ITCDemerger #Business #Hotels #Stocks",2023,07,27,cigarettes hotels conglomerate itc envisions newly demerged hotels business flourish rapidly surpassing previous benchmarks read itc chairman sanjiv puri said paharipritha itc itcdemerger business hotels stocks,Positive
153,2023-07-27,"ITC 

Key Takeaways from Investor Call: 

- ROCE will increase by 18-20% and ROIC will increase by 10% through this demerger based on FY23 numbers 

- Chose to own 40% instead of a vertical split to provide strategic support and synergies with the Hotel Business 

- They… Show more",2023,07,27,itc key takeaways investor call roce increase roic increase demerger based fy numbers chose instead vertical split provide strategic support synergies hotel business show,Positive
154,2023-07-27,"With ITC's focus on growth through the demerger, investors should analyze how this move could affect the company's future earnings and explore potential opportunities for value enhancement. An intentional step that merits thoughtful consideration. (7/8)",2023,07,27,itc focus growth demerger investors analyze move could affect company future earnings explore potential opportunities value enhancement intentional step merits thoughtful consideration,Positive
155,2023-07-27,"Despite the hotel division contributing 3.8% of ITC's revenue, the demerger highlights ITC's dedication to long-term stability & focus on core business areas. (4/8)",2023,07,27,despite hotel division contributing itc revenue demerger highlights itc dedication long term stability focus core business areas,Positive
156,2023-07-27,"Post demerger, ITC retains a 40% stake in hotels, rewarding loyal shareholders with a share of the new entity - a move that balances value creation and investor interest. (2/8)

#UnlockingValue",2023,07,27,post demerger itc retains stake hotels rewarding loyal shareholders share new entity move balances value creation investor interest unlockingvalue,Positive
157,2023-07-27,"Let's dive into ITC's demerger and explore what this could possibly mean for investors.

#ITC takes a strategic step with a business demerger, unlocking the potential for focused growth. Market's reaction: 4% decline in share price. (1/8)

#InvestorInsights #ITCDemerger",2023,07,27,let dive itc demerger explore could possibly mean investors itc takes strategic step business demerger unlocking potential focused growth market reaction decline share price investorinsights itcdemerger,Negative
158,2023-07-27,"What a month for Indian Stock Markets?

HDFC twins have got merged

ITC announces demerger of hotels business

Reliance demerges Reliance Strategic Investments - Jio Financial Services

Tata Motors to convert DVR shares to ordinary shares

L&T Buy Back",2023,07,27,month indian stock markets hdfc twins got merged itc announces demerger hotels business reliance demerges reliance strategic investments jio financial services tata motors convert dvr shares ordinary shares l buy back,Positive
159,2023-07-27,"किस बात से खफा हैं ITC के निवेशक, 2 दिन में 7% गिरा शेयर, डीमर्जर से क्या होगा नुकसान? - why itc stock falling after demerger decision
https://girlvdo.xyz/2023/07/25/%e0%a4%95%e0%a4%bf%e0%a4%b8-%e0%a4%ac%e0%a4%be%e0%a4%a4-%e0%a4%b8%e0%a5%87-%e0%a4%96%e0%a4%ab%e0%a4%be-%e0%a4%b9%e0%a5%88%e0%a4%82-itc-%e0%a4%95%e0%a5%87-%e0%a4%a8%e0%a4%bf%e0%a4%b5%e0%a5%87%e0%a4%b6/?feed_id=68791&_unique_id=64c24db405561…",2023,07,27,itc itc stock falling demerger decision,Negative
160,2023-07-27,"#ITC story these week :-  
Buy on the rumours & Sell on the news 
#Itchotel #StockMarket #StockMarketindia #demerger",2023,07,27,itc story week buy rumours sell news itchotel stockmarket stockmarketindia demerger,Positive
161,2023-07-27,ITC demerger soon  hotel business,2023,07,27,itc demerger soon hotel business,Positive
162,2023-07-27,"#BSMorningShow | ITC decided to hive off its hotels biz into a separate entity. #ITC has kept 40% ownership and 60% will go to shareholders. What does the #demerger mean? 

All answers here

#hotelbusiness #hotel",2023,07,27,bsmorningshow itc decided hive hotels biz separate entity itc kept ownership go shareholders demerger mean answers hotelbusiness hotel,Positive
163,2023-07-27,"Demerger season or what ?
ITC, Reliance, SAREGAMA etc etc",2023,07,27,demerger season itc reliance saregama etc etc,Positive
164,2023-07-27,"ITC board approves demerger of hotels division but retains 40% stake. Smart move. What next?
@S_Sivakumar",2023,07,27,itc board approves demerger hotels division retains stake smart move next sivakumar,Positive
165,2023-07-27,"#BSMorningShow | #ITC has decided to demerge its hospitality business. #Reliance too did something similar when it demerged its financial arm. But what is a #demerger? And why do companies do it?

Thareek Ahmed explains",2023,07,27,bsmorningshow itc decided demerge hospitality business reliance something similar demerged financial arm demerger companies thareek ahmed explains,Negative
166,2023-07-27,ITC has announced a demerger of its hotel business. What stake will ITC Ltd retain in ITC Hotels Ltd ?,2023,07,27,itc announced demerger hotel business stake itc ltd retain itc hotels ltd,Positive
167,2023-07-27,"#BSMorningShow | ITC decided to hive off its hotels biz into a separate entity. #ITC has kept 40% ownership and 60% will go to shareholders. What does the #demerger mean?

Bhaswar Kumar finds out
@ambareeshbaliga
 @SHaribhakti
 #hotelbusiness #hotel",2023,07,27,bsmorningshow itc decided hive hotels biz separate entity itc kept ownership go shareholders demerger mean bhaswar kumar finds ambareeshbaliga sharibhakti hotelbusiness hotel,Positive
168,2023-07-27,"#BSMorningShow | What does demerger of hotel biz mean for ITC? Are the days of cheap Russian crude over for India? Why are analysts wary of textile stocks? What is demerger?

All answers here
@TheArghyament
 #ITC #RussianOil #India #stocks #MarketsWithBS",2023,07,27,bsmorningshow demerger hotel biz mean itc days cheap russian crude india analysts wary textile stocks demerger answers thearghyament itc russianoil india stocks marketswithbs,Negative
169,2023-07-27,"#BSMorningShow | What does demerger of hotel biz mean for ITC? Are the days of cheap Russian crude over for India? Why are analysts wary of textile stocks? What is demerger?

All answers here

#ITC #India #RussianOil #demerger #textile #stocks #MarketsWithBS… Show more",2023,07,27,bsmorningshow demerger hotel biz mean itc days cheap russian crude india analysts wary textile stocks demerger answers itc india russianoil demerger textile stocks marketswithbs show,Negative
170,2023-07-26,"What a month for Indian Stock Markets?

HDFC twins have got merged

ITC announces demerger of hotels business

Reliance demerges Reliance Strategic Investments - Jio Financial Services

Tata Motors to convert DVR shares to ordinary shares",2023,07,26,month indian stock markets hdfc twins got merged itc announces demerger hotels business reliance demerges reliance strategic investments jio financial services tata motors convert dvr shares ordinary shares,Positive
171,2023-07-26,"What a month for Indian Stock Markets?

HDFC twins have got merged

ITC announces demerger of hotels business

Reliance demerges Reliance Strategic Investments - Jio Financial Services

Tata Motors to convert DVR shares to ordinary shares

#StocksInFocus",2023,07,26,month indian stock markets hdfc twins got merged itc announces demerger hotels business reliance demerges reliance strategic investments jio financial services tata motors convert dvr shares ordinary shares stocksinfocus,Positive
172,2023-07-26,"Proposed demerger of hotels division of #ITC into separate entity will not affect synergies with other business lines of the conglomerate, say analysts.",2023,07,26,proposed demerger hotels division itc separate entity affect synergies business lines conglomerate say analysts,Positive
173,2023-07-26,#ITC has finally announced its demerger of the hotel business. ITC will own 40% stake in the new subsidiary and the existing shareholders will be allotted the rest on a proportionate basis. The hotel industry has already begun it's strategic implementation by reducing capex.,2023,07,26,itc finally announced demerger hotel business itc stake new subsidiary existing shareholders allotted rest proportionate basis hotel industry already begun strategic implementation reducing capex,Positive
174,2023-07-26,"@ITCCorpCom
 at Monday's meeting gave in-principle approval for the #demerger of its hotels business, the company said in a stock exchange filing. ITC would hold 40% stake in the newly formed entity, to be named ITC Hotels Ltd, with the remaining 60% held by shareholders of ITC.",2023,07,26,itccorpcom monday meeting gave principle approval demerger hotels business company said stock exchange filing itc would hold stake newly formed entity named itc hotels ltd remaining held shareholders itc,Positive
175,2023-07-26,"ITC DEMERGER சாதகமா? | BONUS எப்போது? | TARGET 1000RS | கோடீஸ்வரனாகமாற்ற... https://youtu.be/j_Fv_SYZu4s via 
@YouTube",2023,07,26,itc demerger bonus target rs via youtube,Positive
176,2023-07-26,"ITC is planning for demerger of it’s Hotel division to different subsidiary.

40% stake will remain with ITC and 60% stake will be with shareholders.",2023,07,26,itc planning demerger hotel division different subsidiary stake remain itc stake shareholders,Positive
177,2023-07-26,"What a month for Indian Stock Markets?

HDFC twins have got merged

ITC announces demerger of hotels business

Reliance demerges Reliance Strategic Investments - Jio Financial Services

Tata Motors to convert DVR shares to ordinary shares

What's next !!! ",2023,07,26,month indian stock markets hdfc twins got merged itc announces demerger hotels business reliance demerges reliance strategic investments jio financial services tata motors convert dvr shares ordinary shares next,Positive
178,2023-07-26,"What an Action Packed start to the 2nd half of 2023?

Reliance demerges Reliance Strategic Investments HDFC twins Merged 
ITC announces demerger of hotels biz

With 3 Trading days to go, 
@nifty50
 20000? 

#RelianceJio #hdfcbank #ITC #TataMotors #nifty 
@kritesh_rocks
 #niftyat20000",2023,07,26,action packed start nd half reliance demerges reliance strategic investments hdfc twins merged itc announces demerger hotels biz trading days go nifty reliancejio hdfcbank itc tatamotors nifty kritesh rocks niftyat,Positive
179,2023-07-26,"ITC’s Hotel Business To Be Spun Off Into Independent Company

Know more: https://uniquetimes.org/itcs-hotel-business-to-be-spun-off-into-independent-company/…

#uniquetimes #LatestNews #ITC #ITCHotels #business #independent #demerger",2023,07,26,itc hotel business spun independent company know uniquetimes latestnews itc itchotels business independent demerger,Positive
180,2023-07-26,"Hello Sir, What do you think about ITC's Hotel demerger move? With such a highly capital intensive business getting hived off, do you think it will be ROE accretive and stock can get re-rated?",2023,07,26,hello sir think itc hotel demerger move highly capital intensive business getting hived think roe accretive stock get rated,Negative
181,2023-07-26,"While Mukesh Ambani triggered a retail frenzy to buy RIL shares ahead of the demerger, shares of Street favourite #ITC dropped over 7% in just 2 days following the announcement of the spin-off
@nikkhill",2023,07,26,mukesh ambani triggered retail frenzy buy ril shares ahead demerger shares street favourite itc dropped days following announcement spin nikkhill,Negative
